Code,Province,Year-Month,Sales
92000138,Sulawesi Barat,2024-10,916
92000138,Sulawesi Barat,2024-11,550
92000138,Sulawesi Barat,2024-12,591
92000138,Sulawesi Barat,2025-01,228
92000138,Sulawesi Barat,2025-02,215
92000138,Sulawesi Barat,2025-03,219
92000138,Sulawesi Barat,2025-04,623
92000138,Sulawesi Barat,2025-05,763
92000138,Maluku,2015-01,279
92000138,Maluku,2015-02,220
92000138,Maluku,2015-03,837
92000138,Maluku,2015-04,586
92000138,Maluku,2015-05,806
92000138,Maluku,2015-06,681
92000138,Maluku,2015-07,513
92000138,Maluku,2015-08,758
92000138,Maluku,2015-09,852
92000138,Maluku,2015-10,534
92000138,Maluku,2015-11,561
92000138,Maluku,2015-12,276
92000138,Maluku,2016-01,771
92000138,Maluku,2016-02,777
92000138,Maluku,2016-03,485
92000138,Maluku,2016-04,563
92000138,Maluku,2016-05,545
92000138,Maluku,2016-06,640
92000138,Maluku,2016-07,115
92000138,Maluku,2016-08,620
92000138,Maluku,2016-09,479
92000138,Maluku,2016-10,968
92000138,Maluku,2016-11,496
92000138,Maluku,2016-12,374
92000138,Maluku,2017-01,820
92000138,Maluku,2017-02,390
92000138,Maluku,2017-03,368
92000138,Maluku,2017-04,834
92000138,Maluku,2017-05,838
92000138,Maluku,2017-06,864
92000138,Maluku,2017-07,263
92000138,Maluku,2017-08,686
92000138,Maluku,2017-09,383
92000138,Maluku,2017-10,110
92000138,Maluku,2017-11,862
92000138,Maluku,2017-12,748
92000138,Maluku,2018-01,359
92000138,Maluku,2018-02,549
92000138,Maluku,2018-03,201
92000138,Maluku,2018-04,886
92000138,Maluku,2018-05,286
92000138,Maluku,2018-06,662
92000138,Maluku,2018-07,166
92000138,Maluku,2018-08,978
92000138,Maluku,2018-09,492
92000138,Maluku,2018-10,519
92000138,Maluku,2018-11,702
92000138,Maluku,2018-12,733
92000138,Maluku,2019-01,610
92000138,Maluku,2019-02,301
92000138,Maluku,2019-03,979
92000138,Maluku,2019-04,226
92000138,Maluku,2019-05,823
92000138,Maluku,2019-06,101
92000138,Maluku,2019-07,323
92000138,Maluku,2019-08,833
92000138,Maluku,2019-09,662
92000138,Maluku,2019-10,634
92000138,Maluku,2019-11,381
92000138,Maluku,2019-12,420
92000138,Maluku,2020-01,502
92000138,Maluku,2020-02,509
92000138,Maluku,2020-03,240
92000138,Maluku,2020-04,704
92000138,Maluku,2020-05,114
92000138,Maluku,2020-06,494
92000138,Maluku,2020-07,761
92000138,Maluku,2020-08,553
92000138,Maluku,2020-09,393
92000138,Maluku,2020-10,513
92000138,Maluku,2020-11,320
92000138,Maluku,2020-12,965
92000138,Maluku,2021-01,246
92000138,Maluku,2021-02,597
92000138,Maluku,2021-03,543
92000138,Maluku,2021-04,116
92000138,Maluku,2021-05,927
92000138,Maluku,2021-06,850
92000138,Maluku,2021-07,242
92000138,Maluku,2021-08,944
92000138,Maluku,2021-09,973
92000138,Maluku,2021-10,451
92000138,Maluku,2021-11,831
92000138,Maluku,2021-12,623
92000138,Maluku,2022-01,719
92000138,Maluku,2022-02,829
92000138,Maluku,2022-03,146
92000138,Maluku,2022-04,656
92000138,Maluku,2022-05,381
92000138,Maluku,2022-06,808
92000138,Maluku,2022-07,817
92000138,Maluku,2022-08,309
92000138,Maluku,2022-09,794
92000138,Maluku,2022-10,800
92000138,Maluku,2022-11,174
92000138,Maluku,2022-12,273
92000138,Maluku,2023-01,681
92000138,Maluku,2023-02,694
92000138,Maluku,2023-03,371
92000138,Maluku,2023-04,362
92000138,Maluku,2023-05,473
92000138,Maluku,2023-06,728
92000138,Maluku,2023-07,489
92000138,Maluku,2023-08,490
92000138,Maluku,2023-09,104
92000138,Maluku,2023-10,185
92000138,Maluku,2023-11,832
92000138,Maluku,2023-12,366
92000138,Maluku,2024-01,300
92000138,Maluku,2024-02,788
92000138,Maluku,2024-03,271
92000138,Maluku,2024-04,798
92000138,Maluku,2024-05,928
92000138,Maluku,2024-06,916
92000138,Maluku,2024-07,394
92000138,Maluku,2024-08,481
92000138,Maluku,2024-09,512
92000138,Maluku,2024-10,914
92000138,Maluku,2024-11,416
92000138,Maluku,2024-12,168
92000138,Maluku,2025-01,598
92000138,Maluku,2025-02,906
92000138,Maluku,2025-03,422
92000138,Maluku,2025-04,526
92000138,Maluku,2025-05,839
92000138,Maluku Utara,2015-01,461
92000138,Maluku Utara,2015-02,645
92000138,Maluku Utara,2015-03,564
92000138,Maluku Utara,2015-04,659
92000138,Maluku Utara,2015-05,182
92000138,Maluku Utara,2015-06,809
92000138,Maluku Utara,2015-07,697
92000138,Maluku Utara,2015-08,216
92000138,Maluku Utara,2015-09,488
92000138,Maluku Utara,2015-10,232
92000138,Maluku Utara,2015-11,555
92000138,Maluku Utara,2015-12,253
92000138,Maluku Utara,2016-01,945
92000138,Maluku Utara,2016-02,582
92000138,Maluku Utara,2016-03,461
92000138,Maluku Utara,2016-04,968
92000138,Maluku Utara,2016-05,174
92000138,Maluku Utara,2016-06,215
92000138,Maluku Utara,2016-07,396
92000138,Maluku Utara,2016-08,578
92000138,Maluku Utara,2016-09,895
92000138,Maluku Utara,2016-10,392
92000138,Maluku Utara,2016-11,214
92000138,Maluku Utara,2016-12,736
92000138,Maluku Utara,2017-01,234
92000138,Maluku Utara,2017-02,837
92000138,Maluku Utara,2017-03,374
92000138,Maluku Utara,2017-04,763
92000138,Maluku Utara,2017-05,386
92000138,Maluku Utara,2017-06,932
92000138,Maluku Utara,2017-07,980
92000138,Maluku Utara,2017-08,746
92000138,Maluku Utara,2017-09,434
92000138,Maluku Utara,2017-10,368
92000138,Maluku Utara,2017-11,491
92000138,Maluku Utara,2017-12,263
92000138,Maluku Utara,2018-01,998
92000138,Maluku Utara,2018-02,623
92000138,Maluku Utara,2018-03,834
92000138,Maluku Utara,2018-04,453
92000138,Maluku Utara,2018-05,479
92000138,Maluku Utara,2018-06,986
92000138,Maluku Utara,2018-07,921
92000138,Maluku Utara,2018-08,221
92000138,Maluku Utara,2018-09,339
92000138,Maluku Utara,2018-10,680
92000138,Maluku Utara,2018-11,471
92000138,Maluku Utara,2018-12,513
92000138,Maluku Utara,2019-01,189
92000138,Maluku Utara,2019-02,867
92000138,Maluku Utara,2019-03,799
92000138,Maluku Utara,2019-04,517
92000138,Maluku Utara,2019-05,463
92000138,Maluku Utara,2019-06,895
92000138,Maluku Utara,2019-07,188
92000138,Maluku Utara,2019-08,824
92000138,Maluku Utara,2019-09,295
92000138,Maluku Utara,2019-10,157
92000138,Maluku Utara,2019-11,397
92000138,Maluku Utara,2019-12,796
92000138,Maluku Utara,2020-01,598
92000138,Maluku Utara,2020-02,151
92000138,Maluku Utara,2020-03,697
92000138,Maluku Utara,2020-04,772
92000138,Maluku Utara,2020-05,177
92000138,Maluku Utara,2020-06,592
92000138,Maluku Utara,2020-07,440
92000138,Maluku Utara,2020-08,148
92000138,Maluku Utara,2020-09,705
92000138,Maluku Utara,2020-10,466
92000138,Maluku Utara,2020-11,991
92000138,Maluku Utara,2020-12,548
92000138,Maluku Utara,2021-01,210
92000138,Maluku Utara,2021-02,732
92000138,Maluku Utara,2021-03,805
92000138,Maluku Utara,2021-04,166
92000138,Maluku Utara,2021-05,400
92000138,Maluku Utara,2021-06,301
92000138,Maluku Utara,2021-07,271
92000138,Maluku Utara,2021-08,636
92000138,Maluku Utara,2021-09,105
92000138,Maluku Utara,2021-10,108
92000138,Maluku Utara,2021-11,966
92000138,Maluku Utara,2021-12,346
92000138,Maluku Utara,2022-01,356
92000138,Maluku Utara,2022-02,505
92000138,Maluku Utara,2022-03,686
92000138,Maluku Utara,2022-04,329
92000138,Maluku Utara,2022-05,815
92000138,Maluku Utara,2022-06,140
92000138,Maluku Utara,2022-07,172
92000138,Maluku Utara,2022-08,962
92000138,Maluku Utara,2022-09,169
92000138,Maluku Utara,2022-10,772
92000138,Maluku Utara,2022-11,515
92000138,Maluku Utara,2022-12,146
92000138,Maluku Utara,2023-01,281
92000138,Maluku Utara,2023-02,701
92000138,Maluku Utara,2023-03,609
92000138,Maluku Utara,2023-04,296
92000138,Maluku Utara,2023-05,168
92000138,Maluku Utara,2023-06,500
92000138,Maluku Utara,2023-07,404
92000138,Maluku Utara,2023-08,411
92000138,Maluku Utara,2023-09,906
92000138,Maluku Utara,2023-10,546
92000138,Maluku Utara,2023-11,840
92000138,Maluku Utara,2023-12,595
92000138,Maluku Utara,2024-01,413
92000138,Maluku Utara,2024-02,240
92000138,Maluku Utara,2024-03,918
92000138,Maluku Utara,2024-04,644
92000138,Maluku Utara,2024-05,545
92000138,Maluku Utara,2024-06,562
92000138,Maluku Utara,2024-07,770
92000138,Maluku Utara,2024-08,848
92000138,Maluku Utara,2024-09,718
92000138,Maluku Utara,2024-10,771
92000138,Maluku Utara,2024-11,173
92000138,Maluku Utara,2024-12,157
92000138,Maluku Utara,2025-01,890
92000138,Maluku Utara,2025-02,735
92000138,Maluku Utara,2025-03,268
92000138,Maluku Utara,2025-04,187
92000138,Maluku Utara,2025-05,352
92000138,Papua Barat,2015-01,550
92000138,Papua Barat,2015-02,437
92000138,Papua Barat,2015-03,555
92000138,Papua Barat,2015-04,966
92000138,Papua Barat,2015-05,118
92000138,Papua Barat,2015-06,328
92000138,Papua Barat,2015-07,678
92000138,Papua Barat,2015-08,497
92000138,Papua Barat,2015-09,236
92000138,Papua Barat,2015-10,532
92000138,Papua Barat,2015-11,954
92000138,Papua Barat,2015-12,663
92000138,Papua Barat,2016-01,490
92000138,Papua Barat,2016-02,198
92000138,Papua Barat,2016-03,886
92000138,Papua Barat,2016-04,371
92000138,Papua Barat,2016-05,883
92000138,Papua Barat,2016-06,775
92000138,Papua Barat,2016-07,881
92000138,Papua Barat,2016-08,700
92000138,Papua Barat,2016-09,817
92000138,Papua Barat,2016-10,108
92000138,Papua Barat,2016-11,594
92000138,Papua Barat,2016-12,640
92000138,Papua Barat,2017-01,695
92000138,Papua Barat,2017-02,369
92000138,Papua Barat,2017-03,439
92000138,Papua Barat,2017-04,194
92000138,Papua Barat,2017-05,467
92000138,Papua Barat,2017-06,607
92000138,Papua Barat,2017-07,620
92000138,Papua Barat,2017-08,903
92000138,Papua Barat,2017-09,789
92000138,Papua Barat,2017-10,906
92000138,Papua Barat,2017-11,421
92000138,Papua Barat,2017-12,593
92000138,Papua Barat,2018-01,448
92000138,Papua Barat,2018-02,614
92000138,Papua Barat,2018-03,709
92000138,Papua Barat,2018-04,247
92000138,Papua Barat,2018-05,318
92000138,Papua Barat,2018-06,954
92000138,Papua Barat,2018-07,257
92000138,Papua Barat,2018-08,489
92000138,Papua Barat,2018-09,790
92000138,Papua Barat,2018-10,891
92000138,Papua Barat,2018-11,988
92000138,Papua Barat,2018-12,145
92000138,Papua Barat,2019-01,758
92000138,Papua Barat,2019-02,469
92000138,Papua Barat,2019-03,296
92000138,Papua Barat,2019-04,678
92000138,Papua Barat,2019-05,355
92000138,Papua Barat,2019-06,820
92000138,Papua Barat,2019-07,389
92000138,Papua Barat,2019-08,720
92000138,Papua Barat,2019-09,311
92000138,Papua Barat,2019-10,690
92000138,Papua Barat,2019-11,573
92000138,Papua Barat,2019-12,239
92000138,Papua Barat,2020-01,187
92000138,Papua Barat,2020-02,436
92000138,Papua Barat,2020-03,350
92000138,Papua Barat,2020-04,522
92000138,Papua Barat,2020-05,259
92000138,Papua Barat,2020-06,187
92000138,Papua Barat,2020-07,190
92000138,Papua Barat,2020-08,218
92000138,Papua Barat,2020-09,659
92000138,Papua Barat,2020-10,955
92000138,Papua Barat,2020-11,701
92000138,Papua Barat,2020-12,758
92000138,Papua Barat,2021-01,556
92000138,Papua Barat,2021-02,988
92000138,Papua Barat,2021-03,665
92000138,Papua Barat,2021-04,871
92000138,Papua Barat,2021-05,899
92000138,Papua Barat,2021-06,573
92000138,Papua Barat,2021-07,485
92000138,Papua Barat,2021-08,340
92000138,Papua Barat,2021-09,132
92000138,Papua Barat,2021-10,140
92000138,Papua Barat,2021-11,404
92000138,Papua Barat,2021-12,420
92000138,Papua Barat,2022-01,302
92000138,Papua Barat,2022-02,964
92000138,Papua Barat,2022-03,822
92000138,Papua Barat,2022-04,928
92000138,Papua Barat,2022-05,458
92000138,Papua Barat,2022-06,863
92000138,Papua Barat,2022-07,595
92000138,Papua Barat,2022-08,351
92000138,Papua Barat,2022-09,644
92000138,Papua Barat,2022-10,421
92000138,Papua Barat,2022-11,290
92000138,Papua Barat,2022-12,726
92000138,Papua Barat,2023-01,604
92000138,Papua Barat,2023-02,757
92000138,Papua Barat,2023-03,461
92000138,Papua Barat,2023-04,848
92000138,Papua Barat,2023-05,607
92000138,Papua Barat,2023-06,694
92000138,Papua Barat,2023-07,645
92000138,Papua Barat,2023-08,244
92000138,Papua Barat,2023-09,968
92000138,Papua Barat,2023-10,304
92000138,Papua Barat,2023-11,976
92000138,Papua Barat,2023-12,697
92000138,Papua Barat,2024-01,924
92000138,Papua Barat,2024-02,539
92000138,Papua Barat,2024-03,268
92000138,Papua Barat,2024-04,526
92000138,Papua Barat,2024-05,214
92000138,Papua Barat,2024-06,633
92000138,Papua Barat,2024-07,956
92000138,Papua Barat,2024-08,137
92000138,Papua Barat,2024-09,359
92000138,Papua Barat,2024-10,810
92000138,Papua Barat,2024-11,557
92000138,Papua Barat,2024-12,460
92000138,Papua Barat,2025-01,987
92000138,Papua Barat,2025-02,384
92000138,Papua Barat,2025-03,716
92000138,Papua Barat,2025-04,514
92000138,Papua Barat,2025-05,432
92000138,Papua,2015-01,463
92000138,Papua,2015-02,423
92000138,Papua,2015-03,241
92000138,Papua,2015-04,600
92000138,Papua,2015-05,767
92000138,Papua,2015-06,286
92000138,Papua,2015-07,133
92000138,Papua,2015-08,264
92000138,Papua,2015-09,205
92000138,Papua,2015-10,415
92000138,Papua,2015-11,414
92000138,Papua,2015-12,883
92000138,Papua,2016-01,833
92000138,Papua,2016-02,356
92000138,Papua,2016-03,369
92000138,Papua,2016-04,746
92000138,Papua,2016-05,385
92000138,Papua,2016-06,227
92000138,Papua,2016-07,612
92000138,Papua,2016-08,135
92000138,Papua,2016-09,738
92000138,Papua,2016-10,691
92000138,Papua,2016-11,582
92000138,Papua,2016-12,738
92000138,Papua,2017-01,655
92000138,Papua,2017-02,298
92000138,Papua,2017-03,127
92000138,Papua,2017-04,464
92000138,Papua,2017-05,290
92000138,Papua,2017-06,761
92000138,Papua,2017-07,239
92000138,Papua,2017-08,274
92000138,Papua,2017-09,182
92000138,Papua,2017-10,786
92000138,Papua,2017-11,176
92000138,Papua,2017-12,650
92000138,Papua,2018-01,431
92000138,Papua,2018-02,632
92000138,Papua,2018-03,427
92000138,Papua,2018-04,401
92000138,Papua,2018-05,971
92000138,Papua,2018-06,409
92000138,Papua,2018-07,289
92000138,Papua,2018-08,573
92000138,Papua,2018-09,993
92000138,Papua,2018-10,446
92000138,Papua,2018-11,392
92000138,Papua,2018-12,937
92000138,Papua,2019-01,127
92000138,Papua,2019-02,750
92000138,Papua,2019-03,155
92000138,Papua,2019-04,288
92000138,Papua,2019-05,413
92000138,Papua,2019-06,331
92000138,Papua,2019-07,407
92000138,Papua,2019-08,825
92000138,Papua,2019-09,888
92000138,Papua,2019-10,540
92000138,Papua,2019-11,366
92000138,Papua,2019-12,213
92000138,Papua,2020-01,866
92000138,Papua,2020-02,583
92000138,Papua,2020-03,983
92000138,Papua,2020-04,335
92000138,Papua,2020-05,457
92000138,Papua,2020-06,923
92000138,Papua,2020-07,996
92000138,Papua,2020-08,527
92000138,Papua,2020-09,139
92000138,Papua,2020-10,291
92000138,Papua,2020-11,606
92000138,Papua,2020-12,809
92000138,Papua,2021-01,737
92000138,Papua,2021-02,158
92000138,Papua,2021-03,554
92000138,Papua,2021-04,987
92000138,Papua,2021-05,373
92000138,Papua,2021-06,169
92000138,Papua,2021-07,182
92000138,Papua,2021-08,354
92000138,Papua,2021-09,188
92000138,Papua,2021-10,481
92000138,Papua,2021-11,820
92000138,Papua,2021-12,105
92000138,Papua,2022-01,395
92000138,Papua,2022-02,847
92000138,Papua,2022-03,885
92000138,Papua,2022-04,912
92000138,Papua,2022-05,539
92000138,Papua,2022-06,500
92000138,Papua,2022-07,588
92000138,Papua,2022-08,913
92000138,Papua,2022-09,959
92000138,Papua,2022-10,875
92000138,Papua,2022-11,405
92000138,Papua,2022-12,780
92000138,Papua,2023-01,945
92000138,Papua,2023-02,356
92000138,Papua,2023-03,374
92000138,Papua,2023-04,251
92000138,Papua,2023-05,190
92000138,Papua,2023-06,534
92000138,Papua,2023-07,653
92000138,Papua,2023-08,757
92000138,Papua,2023-09,895
92000138,Papua,2023-10,414
92000138,Papua,2023-11,195
92000138,Papua,2023-12,588
92000138,Papua,2024-01,934
92000138,Papua,2024-02,983
92000138,Papua,2024-03,972
92000138,Papua,2024-04,550
92000138,Papua,2024-05,215
92000138,Papua,2024-06,312
92000138,Papua,2024-07,319
92000138,Papua,2024-08,608
92000138,Papua,2024-09,154
92000138,Papua,2024-10,664
92000138,Papua,2024-11,381
92000138,Papua,2024-12,991
92000138,Papua,2025-01,673
92000138,Papua,2025-02,175
92000138,Papua,2025-03,939
92000138,Papua,2025-04,770
92000138,Papua,2025-05,999
91000535,Aceh,2015-01,191
91000535,Aceh,2015-02,305
91000535,Aceh,2015-03,644
91000535,Aceh,2015-04,625
91000535,Aceh,2015-05,786
91000535,Aceh,2015-06,463
91000535,Aceh,2015-07,920
91000535,Aceh,2015-08,823
91000535,Aceh,2015-09,924
91000535,Aceh,2015-10,979
91000535,Aceh,2015-11,200
91000535,Aceh,2015-12,239
91000535,Aceh,2016-01,488
91000535,Aceh,2016-02,230
91000535,Aceh,2016-03,742
91000535,Aceh,2016-04,793
91000535,Aceh,2016-05,117
91000535,Aceh,2016-06,339
91000535,Aceh,2016-07,632
91000535,Aceh,2016-08,902
91000535,Aceh,2016-09,380
91000535,Aceh,2016-10,762
91000535,Aceh,2016-11,277
91000535,Aceh,2016-12,536
91000535,Aceh,2017-01,736
91000535,Aceh,2017-02,975
91000535,Aceh,2017-03,709
91000535,Aceh,2017-04,969
91000535,Aceh,2017-05,745
91000535,Aceh,2017-06,543
91000535,Aceh,2017-07,717
91000535,Aceh,2017-08,763
91000535,Aceh,2017-09,696
91000535,Aceh,2017-10,371
91000535,Aceh,2017-11,842
91000535,Aceh,2017-12,502
91000535,Aceh,2018-01,511
91000535,Aceh,2018-02,978
91000535,Aceh,2018-03,918
91000535,Aceh,2018-04,172
91000535,Aceh,2018-05,472
91000535,Aceh,2018-06,818
91000535,Aceh,2018-07,881
91000535,Aceh,2018-08,134
91000535,Aceh,2018-09,408
91000535,Aceh,2018-10,772
91000535,Aceh,2018-11,277
91000535,Aceh,2018-12,628
91000535,Aceh,2019-01,425
91000535,Aceh,2019-02,288
91000535,Aceh,2019-03,663
91000535,Aceh,2019-04,569
91000535,Aceh,2019-05,385
91000535,Aceh,2019-06,119
91000535,Aceh,2019-07,196
91000535,Aceh,2019-08,228
91000535,Aceh,2019-09,767
91000535,Aceh,2019-10,693
91000535,Aceh,2019-11,994
91000535,Aceh,2019-12,639
91000535,Aceh,2020-01,351
91000535,Aceh,2020-02,717
91000535,Aceh,2020-03,168
91000535,Aceh,2020-04,558
91000535,Aceh,2020-05,335
91000535,Aceh,2020-06,786
91000535,Aceh,2020-07,937
91000535,Aceh,2020-08,872
91000535,Aceh,2020-09,774
91000535,Aceh,2020-10,208
91000535,Aceh,2020-11,801
91000535,Aceh,2020-12,499
91000535,Aceh,2021-01,258
91000535,Aceh,2021-02,155
91000535,Aceh,2021-03,802
91000535,Aceh,2021-04,524
91000535,Aceh,2021-05,598
91000535,Aceh,2021-06,692
91000535,Aceh,2021-07,942
91000535,Aceh,2021-08,828
91000535,Aceh,2021-09,884
91000535,Aceh,2021-10,101
91000535,Aceh,2021-11,994
91000535,Aceh,2021-12,765
91000535,Aceh,2022-01,596
91000535,Aceh,2022-02,670
91000535,Aceh,2022-03,636
91000535,Aceh,2022-04,162
91000535,Aceh,2022-05,655
91000535,Aceh,2022-06,951
91000535,Aceh,2022-07,261
91000535,Aceh,2022-08,937
91000535,Aceh,2022-09,550
91000535,Aceh,2022-10,778
91000535,Aceh,2022-11,767
91000535,Aceh,2022-12,635
91000535,Aceh,2023-01,395
91000535,Aceh,2023-02,264
91000535,Aceh,2023-03,407
91000535,Aceh,2023-04,490
91000535,Aceh,2023-05,179
91000535,Aceh,2023-06,337
91000535,Aceh,2023-07,116
91000535,Aceh,2023-08,353
91000535,Aceh,2023-09,745
91000535,Aceh,2023-10,683
91000535,Aceh,2023-11,975
91000535,Aceh,2023-12,907
91000535,Aceh,2024-01,897
91000535,Aceh,2024-02,764
91000535,Aceh,2024-03,432
91000535,Aceh,2024-04,903
91000535,Aceh,2024-05,332
91000535,Aceh,2024-06,975
91000535,Aceh,2024-07,749
91000535,Aceh,2024-08,854
91000535,Aceh,2024-09,259
91000535,Aceh,2024-10,232
91000535,Aceh,2024-11,561
91000535,Aceh,2024-12,516
91000535,Aceh,2025-01,944
91000535,Aceh,2025-02,227
91000535,Aceh,2025-03,389
91000535,Aceh,2025-04,899
91000535,Aceh,2025-05,871
91000535,Sumatera Utara,2015-01,970
91000535,Sumatera Utara,2015-02,261
91000535,Sumatera Utara,2015-03,410
91000535,Sumatera Utara,2015-04,352
91000535,Sumatera Utara,2015-05,204
91000535,Sumatera Utara,2015-06,120
91000535,Sumatera Utara,2015-07,440
91000535,Sumatera Utara,2015-08,200
91000535,Sumatera Utara,2015-09,278
91000535,Sumatera Utara,2015-10,458
91000535,Sumatera Utara,2015-11,673
91000535,Sumatera Utara,2015-12,686
91000535,Sumatera Utara,2016-01,524
91000535,Sumatera Utara,2016-02,725
91000535,Sumatera Utara,2016-03,326
91000535,Sumatera Utara,2016-04,773
91000535,Sumatera Utara,2016-05,519
91000535,Sumatera Utara,2016-06,897
91000535,Sumatera Utara,2016-07,197
91000535,Sumatera Utara,2016-08,470
91000535,Sumatera Utara,2016-09,223
91000535,Sumatera Utara,2016-10,400
91000535,Sumatera Utara,2016-11,403
91000535,Sumatera Utara,2016-12,333
91000535,Sumatera Utara,2017-01,214
91000535,Sumatera Utara,2017-02,582
91000535,Sumatera Utara,2017-03,563
91000535,Sumatera Utara,2017-04,965
91000535,Sumatera Utara,2017-05,200
91000535,Sumatera Utara,2017-06,685
91000535,Sumatera Utara,2017-07,893
91000535,Sumatera Utara,2017-08,604
91000535,Sumatera Utara,2017-09,170
91000535,Sumatera Utara,2017-10,189
91000535,Sumatera Utara,2017-11,183
91000535,Sumatera Utara,2017-12,217
91000535,Sumatera Utara,2018-01,741
91000535,Sumatera Utara,2018-02,141
91000535,Sumatera Utara,2018-03,494
91000535,Sumatera Utara,2018-04,165
91000535,Sumatera Utara,2018-05,730
91000535,Sumatera Utara,2018-06,269
91000535,Sumatera Utara,2018-07,551
91000535,Sumatera Utara,2018-08,223
91000535,Sumatera Utara,2018-09,418
91000535,Sumatera Utara,2018-10,987
91000535,Sumatera Utara,2018-11,877
91000535,Sumatera Utara,2018-12,256
91000535,Sumatera Utara,2019-01,554
91000535,Sumatera Utara,2019-02,251
91000535,Sumatera Utara,2019-03,873
91000535,Sumatera Utara,2019-04,300
91000535,Sumatera Utara,2019-05,405
91000535,Sumatera Utara,2019-06,952
91000535,Sumatera Utara,2019-07,994
91000535,Sumatera Utara,2019-08,111
91000535,Sumatera Utara,2019-09,480
91000535,Sumatera Utara,2019-10,428
91000535,Sumatera Utara,2019-11,530
91000535,Sumatera Utara,2019-12,675
91000535,Sumatera Utara,2020-01,825
91000535,Sumatera Utara,2020-02,373
91000535,Sumatera Utara,2020-03,458
91000535,Sumatera Utara,2020-04,781
91000535,Sumatera Utara,2020-05,314
91000535,Sumatera Utara,2020-06,288
91000535,Sumatera Utara,2020-07,765
91000535,Sumatera Utara,2020-08,983
91000535,Sumatera Utara,2020-09,816
91000535,Sumatera Utara,2020-10,212
91000535,Sumatera Utara,2020-11,535
91000535,Sumatera Utara,2020-12,845
91000535,Sumatera Utara,2021-01,288
91000535,Sumatera Utara,2021-02,213
91000535,Sumatera Utara,2021-03,568
91000535,Sumatera Utara,2021-04,963
91000535,Sumatera Utara,2021-05,283
91000535,Sumatera Utara,2021-06,474
91000535,Sumatera Utara,2021-07,735
91000535,Sumatera Utara,2021-08,520
91000535,Sumatera Utara,2021-09,195
91000535,Sumatera Utara,2021-10,516
91000535,Sumatera Utara,2021-11,155
91000535,Sumatera Utara,2021-12,773
91000535,Sumatera Utara,2022-01,874
91000535,Sumatera Utara,2022-02,527
91000535,Sumatera Utara,2022-03,869
91000535,Sumatera Utara,2022-04,804
91000535,Sumatera Utara,2022-05,525
91000535,Sumatera Utara,2022-06,228
91000535,Sumatera Utara,2022-07,167
91000535,Sumatera Utara,2022-08,586
91000535,Sumatera Utara,2022-09,702
91000535,Sumatera Utara,2022-10,883
91000535,Sumatera Utara,2022-11,249
91000535,Sumatera Utara,2022-12,106
91000535,Sumatera Utara,2023-01,242
91000535,Sumatera Utara,2023-02,757
91000535,Sumatera Utara,2023-03,314
91000535,Sumatera Utara,2023-04,317
91000535,Sumatera Utara,2023-05,415
91000535,Sumatera Utara,2023-06,234
91000535,Sumatera Utara,2023-07,560
91000535,Sumatera Utara,2023-08,845
91000535,Sumatera Utara,2023-09,915
91000535,Sumatera Utara,2023-10,357
91000535,Sumatera Utara,2023-11,324
91000535,Sumatera Utara,2023-12,263
91000535,Sumatera Utara,2024-01,509
91000535,Sumatera Utara,2024-02,220
91000535,Sumatera Utara,2024-03,398
91000535,Sumatera Utara,2024-04,1000
91000535,Sumatera Utara,2024-05,268
91000535,Sumatera Utara,2024-06,659
91000535,Sumatera Utara,2024-07,373
91000535,Sumatera Utara,2024-08,246
91000535,Sumatera Utara,2024-09,312
91000535,Sumatera Utara,2024-10,578
91000535,Sumatera Utara,2024-11,583
91000535,Sumatera Utara,2024-12,423
91000535,Sumatera Utara,2025-01,970
91000535,Sumatera Utara,2025-02,894
91000535,Sumatera Utara,2025-03,870
91000535,Sumatera Utara,2025-04,979
91000535,Sumatera Utara,2025-05,758
91000535,Sumatera Barat,2015-01,558
91000535,Sumatera Barat,2015-02,104
91000535,Sumatera Barat,2015-03,702
91000535,Sumatera Barat,2015-04,145
91000535,Sumatera Barat,2015-05,831
91000535,Sumatera Barat,2015-06,255
91000535,Sumatera Barat,2015-07,305
91000535,Sumatera Barat,2015-08,570
91000535,Sumatera Barat,2015-09,662
91000535,Sumatera Barat,2015-10,229
91000535,Sumatera Barat,2015-11,532
91000535,Sumatera Barat,2015-12,507
91000535,Sumatera Barat,2016-01,603
91000535,Sumatera Barat,2016-02,253
91000535,Sumatera Barat,2016-03,231
91000535,Sumatera Barat,2016-04,863
91000535,Sumatera Barat,2016-05,269
91000535,Sumatera Barat,2016-06,982
91000535,Sumatera Barat,2016-07,777
91000535,Sumatera Barat,2016-08,276
91000535,Sumatera Barat,2016-09,408
91000535,Sumatera Barat,2016-10,823
91000535,Sumatera Barat,2016-11,942
91000535,Sumatera Barat,2016-12,977
91000535,Sumatera Barat,2017-01,345
91000535,Sumatera Barat,2017-02,720
91000535,Sumatera Barat,2017-03,635
91000535,Sumatera Barat,2017-04,441
91000535,Sumatera Barat,2017-05,355
91000535,Sumatera Barat,2017-06,283
91000535,Sumatera Barat,2017-07,596
91000535,Sumatera Barat,2017-08,841
91000535,Sumatera Barat,2017-09,940
91000535,Sumatera Barat,2017-10,162
91000535,Sumatera Barat,2017-11,358
91000535,Sumatera Barat,2017-12,961
91000535,Sumatera Barat,2018-01,124
91000535,Sumatera Barat,2018-02,848
91000535,Sumatera Barat,2018-03,932
91000535,Sumatera Barat,2018-04,847
